emp_no,title,dept_no,first_name,last_name,birth_date,from_date,to_date
249504,Senior Engineer,d005,Dmitry,Velardi,1965-01-07,1994-03-01,1995-10-20
249780,Senior Engineer,d004,Nechama,Gaughan,1965-01-12,1986-01-16,1993-07-09
249799,Senior Engineer,d005,Jolita,Neimat,1965-01-04,1993-12-27,9999-01-01
249866,Staff,d007,Steen,Gubsky,1965-01-15,1989-01-14,9999-01-01
249969,Senior Engineer,d004,Georgi,Luiz,1965-01-21,1991-06-10,9999-01-01
250411,Senior Staff,d007,Ranga,Sommen,1965-01-27,1989-01-20,9999-01-01
250452,Senior Engineer,d005,Alexius,Plavsic,1965-01-14,2000-01-17,9999-01-01
250748,Senior Engineer,d005,Kish,Turnbull,1965-01-27,1987-02-10,9999-01-01
251166,Staff,d002,Hinrich,Hooghiemstra,1965-01-22,1985-10-05,9999-01-01
251233,Engineer,d004,Yucel,Bernini,1965-01-07,1993-02-19,9999-01-01
251301,Senior Staff,d007,Pintsang,Impagliazzo,1965-01-30,1989-05-06,9999-01-01
251341,Senior Staff,d003,Divier,Kumaresan,1965-01-11,1992-12-05,9999-01-01
251403,Technique Leader,d005,Utpal,DuBourdieux,1965-01-01,1997-11-19,9999-01-01
251437,Assistant Engineer,d005,Shichao,Iwayama,1965-01-20,1989-10-17,9999-01-01
251645,Staff,d007,Bezalel,Tsunoo,1965-01-06,1992-06-17,9999-01-01
251680,Senior Engineer,d005,Moty,Sommen,1965-01-05,1990-08-14,9999-01-01
251814,Technique Leader,d004,Mitsuyuki,Zockler,1965-01-01,1998-09-14,9999-01-01
252185,Engineer,d006,Chaosheng,Conta,1965-01-01,1997-04-14,9999-01-01
252241,Senior Staff,d003,Zito,Alvarado,1965-01-15,1986-07-07,2000-09-18
252316,Senior Engineer,d005,Gill,Niizuma,1965-01-07,1994-10-08,9999-01-01
252318,Technique Leader,d005,Keung,Simmel,1965-01-30,1995-11-17,2002-06-24
252392,Engineer,d004,Sanjeeva,Peron,1965-01-01,1993-12-26,9999-01-01
252592,Senior Engineer,d005,Sachem,McDermid,1965-01-12,1987-04-30,1987-12-02
253029,Engineer,d006,Thodoros,Thimonier,1965-01-13,1995-04-05,9999-01-01
253707,Staff,d007,Insup,Hainaut,1965-01-05,1998-02-11,9999-01-01
253838,Assistant Engineer,d004,Stafford,Terlouw,1965-01-28,1999-02-21,9999-01-01
253893,Senior Engineer,d004,Huiqun,Trystram,1965-01-04,1993-05-10,9999-01-01
254044,Senior Engineer,d006,Gunilla,Brendel,1965-01-16,1992-04-10,9999-01-01
254399,Technique Leader,d004,Armond,Lores,1965-01-24,1999-09-16,9999-01-01
254591,Staff,d007,Mamdouh,Lodder,1965-01-08,1986-03-23,1991-12-09
254787,Senior Engineer,d004,Mohan,Chepyzhov,1965-01-03,1995-04-06,1996-05-26
254821,Staff,d007,Tonny,Couchot,1965-01-24,1994-12-12,9999-01-01
254916,Senior Staff,d001,Serenella,Couchot,1965-01-31,2001-01-25,2001-04-13
255466,Senior Engineer,d004,Huan,Roccetti,1965-01-18,1985-07-03,9999-01-01
255657,Engineer,d005,Oldrich,Cyre,1965-01-20,1985-02-10,9999-01-01
255779,Technique Leader,d004,Heejo,Merle,1965-01-31,1997-09-04,9999-01-01
256078,Staff,d002,Duke,Picaronny,1965-01-20,1995-03-23,1995-04-05
256216,Engineer,d004,Halsur,Brodal,1965-01-01,1997-11-22,9999-01-01
256837,Staff,d009,Bezalel,Jording,1965-01-10,1991-01-16,1998-11-19
256856,Staff,d003,Hongzue,Barbanera,1965-01-03,1987-06-17,9999-01-01
256881,Senior Engineer,d005,Ioana,Jakobus,1965-01-03,1990-08-10,9999-01-01
256888,Staff,d001,Heather,Pehl,1965-01-03,1993-09-15,9999-01-01
257062,Engineer,d005,Stabislas,Pardalos,1965-01-24,1989-06-21,9999-01-01
257378,Senior Staff,d001,Pascal,Bernatsky,1965-01-06,1988-09-03,9999-01-01
257469,Staff,d002,Anyuan,Hanratty,1965-01-22,1988-01-06,9999-01-01
257484,Staff,d003,Shaowei,Nicolson,1965-01-01,1986-12-07,9999-01-01
257624,Staff,d003,Adhemar,Dalphin,1965-01-16,1990-06-02,2000-08-26
257799,Engineer,d005,Sushant,Riefers,1965-01-26,1987-12-05,1998-01-08
258028,Engineer,d008,Mountaz,Reinhart,1965-01-07,2001-07-03,9999-01-01
258124,Senior Staff,d007,Mariusz,Zolotykh,1965-01-17,1990-07-28,9999-01-01
258363,Staff,d008,Tayeb,Veevers,1965-01-17,1986-10-10,1991-05-24
258376,Engineer,d005,Jaber,Falco,1965-01-05,1995-10-01,1995-10-11
258470,Staff,d007,Weiwu,Butner,1965-01-04,1995-02-14,9999-01-01
258643,Senior Engineer,d005,Przemyslawa,Esposito,1965-01-11,1992-02-27,9999-01-01
259042,Staff,d007,Xiaoqiang,Farrow,1965-01-12,1997-01-01,9999-01-01
259237,Staff,d009,Palash,Gammage,1965-01-27,1987-10-23,9999-01-01
259273,Senior Engineer,d004,Xiahua,Gomatam,1965-01-22,1989-12-01,9999-01-01
259611,Senior Staff,d007,Shuichi,Marrakchi,1965-01-27,1990-08-21,9999-01-01
259619,Senior Staff,d002,Conal,Magliocco,1965-01-21,1992-05-09,9999-01-01
259718,Staff,d008,Stepehn,Bouloucos,1965-01-24,1991-09-17,1993-12-13
260083,Staff,d003,Kwok,Journel,1965-01-16,1997-12-22,1999-02-27
260153,Technique Leader,d005,Mingdong,Baar,1965-01-28,1991-10-14,9999-01-01
260249,Staff,d009,Vugranam,Beausoleil,1965-01-22,1998-05-14,9999-01-01
260361,Engineer,d005,Reinhold,Rahier,1965-01-25,1995-06-06,1997-10-09
260399,Senior Staff,d002,Hatem,Birsak,1965-01-30,1989-04-10,9999-01-01
260408,Senior Staff,d009,Sasan,Brookner,1965-01-19,1996-09-03,9999-01-01
260501,Technique Leader,d005,Dzung,Pargas,1965-01-14,1990-05-17,9999-01-01
260545,Senior Engineer,d005,Fei,Rebaine,1965-01-29,1995-05-05,1999-04-19
261184,Senior Engineer,d004,Masako,Kornatzky,1965-01-30,1987-08-29,9999-01-01
261631,Engineer,d005,Jianhua,Huttel,1965-01-08,1998-02-23,9999-01-01
261662,Senior Staff,d002,Berni,Assaf,1965-01-11,1989-09-08,9999-01-01
261737,Engineer,d004,Mark,Lindqvist,1965-01-23,1990-11-22,9999-01-01
261986,Senior Engineer,d005,Gila,Ramsak,1965-01-21,1997-05-13,9999-01-01
261990,Staff,d007,Volkmar,Czaja,1965-01-16,1992-04-01,9999-01-01
262154,Engineer,d004,Wonhee,Vrecion,1965-01-16,1986-03-14,1996-08-28
262208,Senior Staff,d007,Mrinalini,Holburn,1965-01-16,1987-05-23,9999-01-01
262210,Assistant Engineer,d005,Chinho,Bottner,1965-01-22,1985-07-29,9999-01-01
262328,Staff,d007,Mayuko,Vural,1965-01-03,1997-12-24,9999-01-01
262439,Senior Staff,d001,Lorien,Lagarias,1965-01-30,1985-10-10,9999-01-01
262440,Assistant Engineer,d004,Subbu,Kaiserswerth,1965-01-07,1992-06-15,1999-03-08
262548,Engineer,d005,Jixiang,Loncour,1965-01-05,1994-03-16,2001-02-20
262636,Senior Engineer,d005,Tamiya,Reutenauer,1965-01-04,1985-06-02,1992-04-10
262741,Staff,d009,Izaskun,Moffat,1965-01-19,1987-04-30,2001-08-14
262752,Engineer,d005,Pramod,Bierman,1965-01-04,1997-12-12,9999-01-01
262861,Senior Staff,d007,Kayoko,Attimonelli,1965-01-16,1992-10-14,1999-01-20
262928,Senior Engineer,d004,Piyush,Gill,1965-01-01,1990-08-31,1995-02-20
263012,Staff,d003,Hideo,Buchter,1965-01-09,1999-05-01,9999-01-01
263186,Technique Leader,d005,Danny,Lowrie,1965-01-22,1995-09-13,9999-01-01
263325,Staff,d009,Dinkar,Sinicrope,1965-01-19,1985-07-14,1985-12-22
263370,Staff,d007,Shakhar,Ranze,1965-01-03,1999-05-29,9999-01-01
263439,Senior Engineer,d005,Atreye,Kabayashi,1965-01-09,1986-12-15,9999-01-01
263645,Senior Engineer,d005,Mingsen,Lally,1965-01-19,1990-12-04,9999-01-01
263649,Senior Staff,d007,Mechthild,Zongker,1965-01-17,1993-07-26,9999-01-01
263721,Engineer,d004,Abdulah,Horswill,1965-01-03,1999-06-12,2000-11-14
263926,Senior Staff,d007,Fusako,Schwartzbauer,1965-01-03,1985-04-07,9999-01-01
264001,Senior Engineer,d004,Khalil,Mapelli,1965-01-16,1990-01-15,1992-04-06
264030,Engineer,d004,Zdislav,Solares,1965-01-15,1990-12-14,9999-01-01
264167,Senior Engineer,d005,Baoqiu,Tomescu,1965-01-25,1996-05-01,9999-01-01
264322,Senior Staff,d007,Leandro,Swist,1965-01-03,1991-01-06,9999-01-01
264626,Senior Staff,d001,Noritoshi,Bakhtari,1965-01-13,1993-02-03,9999-01-01
264715,Staff,d007,Siddarth,Luke,1965-01-04,1993-10-06,1994-07-06
264939,Engineer,d005,Bogdan,Bahi,1965-01-10,1985-02-09,1999-02-13
265039,Staff,d002,Navid,Staudhammer,1965-01-03,1992-10-18,9999-01-01
265521,Engineer,d004,Kensei,Salverda,1965-01-04,1993-05-25,9999-01-01
265558,Senior Staff,d007,Susuma,Kleiser,1965-01-31,1987-08-02,9999-01-01
265794,Staff,d007,Miquel,Halloran,1965-01-15,1994-01-14,9999-01-01
265875,Engineer,d004,Fan,Marsiglia,1965-01-20,1989-09-03,9999-01-01
266206,Staff,d001,Zsolt,Anily,1965-02-01,1985-08-19,9999-01-01
266249,Senior Staff,d007,Sumant,Nishimukai,1965-01-15,1991-03-28,9999-01-01
266310,Staff,d008,Zvonko,Serdy,1965-01-23,1987-06-24,9999-01-01
266644,Senior Staff,d002,Anwar,Gubsky,1965-01-08,1993-08-09,9999-01-01
266689,Senior Engineer,d005,Parke,Serna,1965-01-24,1985-03-29,1999-09-23
266862,Senior Staff,d008,Mart,Plumb,1965-01-10,1986-04-21,9999-01-01
266881,Staff,d001,Mokhtar,Sabnani,1965-01-11,1997-02-04,9999-01-01
266981,Assistant Engineer,d004,Toshimi,Kragelund,1965-01-26,1988-02-21,1994-07-05
267059,Senior Staff,d009,Moie,Tempesti,1965-01-09,1991-06-29,9999-01-01
267227,Senior Engineer,d004,Susuma,Tagansky,1965-01-10,1995-01-22,9999-01-01
267304,Senior Staff,d007,Jordanka,Axelband,1965-01-06,1994-06-27,9999-01-01
267504,Staff,d002,Mayuri,Flowers,1965-01-02,1997-05-12,2000-11-07
267667,Senior Staff,d007,Irena,Kaiserswerth,1965-01-05,1987-09-05,9999-01-01
267745,Senior Engineer,d005,Wojceich,Honglei,1965-01-25,1991-12-28,2000-05-01
268043,Engineer,d005,Narain,Mikschl,1965-01-28,1997-11-02,9999-01-01
268191,Senior Engineer,d004,LiMin,Teitelbaum,1965-01-07,1990-11-01,9999-01-01
268890,Engineer,d004,Somnath,Uhrik,1965-01-04,1988-01-14,1994-12-09
269186,Technique Leader,d005,Vitali,Dayang,1965-01-23,1988-09-21,1992-10-21
269568,Staff,d001,Rimli,Walston,1965-01-28,1996-01-28,1999-08-10
269728,Staff,d001,Naftali,Kragelund,1965-01-12,1987-05-16,9999-01-01
270084,Staff,d001,Ulises,Frolund,1965-01-11,1986-07-26,9999-01-01
270716,Staff,d007,Shunichi,Baer,1965-01-19,1998-02-04,9999-01-01
270792,Engineer,d004,Domenico,Wendorf,1965-02-01,1990-09-10,1992-12-28
270794,Senior Staff,d001,Dannz,Zhang,1965-02-01,1991-06-26,9999-01-01
270821,Staff,d001,Hatem,Bierbaum,1965-01-21,2000-03-26,2000-04-11
271106,Engineer,d004,Taisook,Kampfer,1965-01-10,1997-11-30,9999-01-01
271118,Senior Engineer,d004,Somnath,Nitsche,1965-01-10,1987-08-15,1999-10-10
271219,Engineer,d004,Odoardo,Tyugu,1965-01-16,1994-11-07,9999-01-01
271975,Engineer,d004,Yuchang,Busillo,1965-01-14,1986-03-30,1989-11-14
272141,Staff,d005,Tsutomu,Neiman,1965-01-13,1996-07-31,9999-01-01
272285,Staff,d009,Gully,Mitchem,1965-01-19,1986-01-22,9999-01-01
272316,Engineer,d004,Surveyors,Muhling,1965-01-05,1999-07-19,9999-01-01
272452,Engineer,d005,Mitsuyuki,Isard,1965-01-10,1996-08-17,2002-02-27
272599,Staff,d001,Holgard,Hegner,1965-01-16,1993-07-15,9999-01-01
272860,Assistant Engineer,d004,Minghong,Candan,1965-02-01,1994-02-10,9999-01-01
273159,Technique Leader,d005,Divine,Hofmeyr,1965-01-26,1989-04-14,9999-01-01
273274,Engineer,d004,Yolla,Kobara,1965-01-08,1995-12-29,1997-04-16
273286,Senior Engineer,d005,Brigham,Asmuth,1965-01-26,1989-01-23,9999-01-01
273396,Engineer,d005,Wayne,Baba,1965-01-10,1998-03-07,9999-01-01
273806,Senior Staff,d009,Hongzhu,Beetstra,1965-01-01,1997-08-18,9999-01-01
273858,Staff,d007,Gunilla,Matzen,1965-01-13,1990-12-28,9999-01-01
274071,Staff,d003,Mingsen,Weiland,1965-01-01,1995-10-12,9999-01-01
274271,Senior Staff,d007,Prodip,Ritcey,1965-01-10,1986-09-10,9999-01-01
274369,Senior Staff,d008,Ranga,Waymire,1965-01-29,1997-01-27,9999-01-01
274813,Staff,d007,Yefim,Pettey,1965-01-10,1993-08-07,9999-01-01
275158,Engineer,d005,Satyanarayana,Brandsma,1965-01-07,1999-12-08,9999-01-01
275263,Engineer,d005,Vojin,Laventhal,1965-01-21,1991-10-18,9999-01-01
275444,Senior Engineer,d005,Limsoon,Leppanen,1965-01-16,1993-01-21,9999-01-01
275495,Staff,d007,Shen,Yamaashi,1965-01-13,1995-02-19,9999-01-01
275801,Senior Staff,d007,Ayakannu,Heinisuo,1965-01-22,1986-06-28,9999-01-01
275881,Senior Engineer,d004,Jiann,Munro,1965-01-08,1988-05-18,9999-01-01
275994,Senior Engineer,d004,Uma,Prampolini,1965-01-29,1991-02-21,9999-01-01
276027,Staff,d008,Holgard,Stavenow,1965-01-04,1986-02-28,9999-01-01
276184,Senior Staff,d007,Mari,Swick,1965-01-10,1991-04-08,9999-01-01
276186,Staff,d003,Sajjad,Vecchi,1965-01-30,1993-06-02,9999-01-01
276189,Senior Staff,d003,Isaac,Klerer,1965-01-10,1995-03-19,9999-01-01
276445,Engineer,d004,Atilio,Randi,1965-01-27,1988-07-02,9999-01-01
276472,Senior Engineer,d005,Hideyuki,Flanders,1965-01-27,1988-11-10,9999-01-01
276563,Senior Staff,d009,Gift,Solares,1965-01-01,1995-08-01,9999-01-01
276868,Staff,d001,Alois,Sanella,1965-01-19,1998-03-13,9999-01-01
276922,Engineer,d005,Yongmin,Sidje,1965-01-18,1998-06-09,2001-10-31
277316,Staff,d007,Vitali,Rothenberg,1965-01-03,1989-10-04,9999-01-01
277362,Senior Staff,d009,Uzi,Kugler,1965-01-09,1991-01-12,9999-01-01
277420,Senior Engineer,d004,Rayond,Schach,1965-01-16,1995-04-22,9999-01-01
277777,Senior Engineer,d005,Herbert,Itzigehl,1965-01-27,1990-07-04,9999-01-01
277829,Senior Engineer,d005,Michaela,Fandrianto,1965-01-22,1986-06-02,9999-01-01
277926,Senior Staff,d007,Shaunak,Solovay,1965-01-13,1992-12-26,1994-01-13
278239,Staff,d008,Boaz,Bottner,1965-01-19,1994-02-06,9999-01-01
278386,Technique Leader,d006,Caolyn,Poujol,1965-01-15,1995-12-03,9999-01-01
278452,Staff,d003,Sudhanshu,Toyoshima,1965-01-07,1987-08-29,9999-01-01
278484,Staff,d008,Koldo,Peternell,1965-01-25,1992-11-05,1993-04-06
278536,Staff,d001,Munenori,Shobatake,1965-01-14,1992-01-10,9999-01-01
278549,Staff,d007,Jaana,Werthner,1965-01-02,1989-07-27,9999-01-01
278883,Engineer,d004,Hidefumi,Saoudi,1965-01-22,1990-09-15,1996-05-18
278953,Senior Engineer,d005,Jeanna,Ghandeharizadeh,1965-01-26,1990-08-11,9999-01-01
279115,Engineer,d005,Maren,DuCasse,1965-01-05,1997-11-29,9999-01-01
279280,Senior Engineer,d004,Niranjan,Debuse,1965-01-09,1992-09-21,9999-01-01
279384,Senior Staff,d008,Hugo,Comte,1965-01-24,1992-06-30,1993-12-05
279791,Assistant Engineer,d005,Chiranjit,Lyonns,1965-01-10,1986-12-24,9999-01-01
280029,Staff,d007,Vasilii,Verhaegen,1965-01-07,1991-03-25,1991-04-24
280070,Senior Staff,d003,Niteen,Ebeling,1965-01-24,1988-03-29,9999-01-01
280291,Staff,d009,Lenore,Badache,1965-01-26,1998-11-24,9999-01-01
280411,Technique Leader,d004,Hironoby,Farrar,1965-01-18,1987-11-03,1996-11-12
280420,Staff,d007,Jahangir,Hofting,1965-01-31,1986-09-28,9999-01-01
280525,Staff,d007,Kish,Herbst,1965-01-13,1996-08-18,9999-01-01
280648,Senior Engineer,d004,Heeju,Lorys,1965-01-04,1986-12-27,9999-01-01
280836,Senior Engineer,d004,Ipke,Farrar,1965-01-16,1991-03-04,1999-12-03
281180,Staff,d009,Phillip,Fontet,1965-01-11,1991-09-03,1998-02-07
281570,Assistant Engineer,d005,Zijian,Covnot,1965-01-08,1994-09-13,9999-01-01
281692,Senior Engineer,d006,Khosrow,Sommen,1965-01-06,1990-03-03,9999-01-01
281834,Assistant Engineer,d004,Fumitake,Marchegay,1965-01-16,1991-09-29,1997-06-12
281848,Engineer,d005,Parke,Staylopatis,1965-01-29,1993-07-31,9999-01-01
281859,Senior Engineer,d004,Masanao,Papastamatiou,1965-01-17,1985-11-25,9999-01-01
282000,Engineer,d006,Hideo,Ratnakar,1965-01-06,1985-06-13,1998-03-20
282191,Engineer,d005,Alper,Shinomoto,1965-01-16,1997-10-20,9999-01-01
282333,Staff,d008,Nahla,Serdy,1965-01-25,1993-09-09,9999-01-01
282343,Senior Staff,d007,Xinglin,Haldar,1965-01-13,1988-07-20,9999-01-01
282547,Engineer,d005,Nahum,Codenie,1965-01-18,1999-06-14,9999-01-01
282585,Staff,d009,Zijian,Lammel,1965-01-03,1996-07-01,9999-01-01
282699,Engineer,d005,Candida,Felcyn,1965-01-28,1986-08-04,2002-05-25
282862,Staff,d002,Chenxi,Pusterhofer,1965-01-30,1996-06-02,2000-07-12
282894,Senior Engineer,d005,Fay,Bellmore,1965-01-05,1989-05-03,9999-01-01
283041,Senior Engineer,d006,Nathalie,Foote,1965-01-04,1991-07-20,1992-06-20
283138,Senior Staff,d003,Cullen,Mikschl,1965-01-19,1990-01-16,1990-03-11
283168,Assistant Engineer,d004,Sanjai,Kopetz,1965-01-15,1999-04-19,1999-05-21
284045,Engineer,d005,Fun,Seiwald,1965-02-01,1994-06-24,2000-02-15
284300,Staff,d001,Ishfaq,Mahmud,1965-01-22,1991-11-29,9999-01-01
284431,Staff,d007,Pintsang,Fujisawa,1965-01-25,1996-04-16,9999-01-01
284561,Senior Engineer,d006,Duri,Beznosov,1965-01-03,1988-02-15,9999-01-01
284687,Senior Engineer,d005,Oksana,Redmiles,1965-01-15,1985-06-22,9999-01-01
284691,Senior Engineer,d005,Theron,Ressouche,1965-01-04,1988-08-17,9999-01-01
284711,Senior Engineer,d005,Martijn,Azevdeo,1965-01-21,1988-02-10,9999-01-01
284717,Engineer,d005,Gal,Ranta,1965-01-11,1992-11-07,9999-01-01
284856,Engineer,d006,Moto,Kobara,1965-01-05,1991-12-12,9999-01-01
284954,Engineer,d006,Anneke,Hammerschmidt,1965-01-16,1996-01-30,9999-01-01
285149,Senior Engineer,d006,Nahum,Schahn,1965-01-20,1998-02-17,2000-03-15
285164,Staff,d007,Xiaocheng,Kumaresan,1965-01-02,1994-10-03,9999-01-01
285318,Senior Engineer,d005,Theron,Ravishankar,1965-01-09,1991-12-27,1999-10-09
285396,Senior Engineer,d005,Lena,Kohling,1965-01-27,1986-10-04,9999-01-01
285905,Senior Staff,d008,Kellyn,Bage,1965-01-09,1994-11-04,9999-01-01
285906,Engineer,d005,Arnould,Buescher,1965-01-02,1998-03-26,9999-01-01
286026,Senior Staff,d007,Utpal,Zaumen,1965-01-21,1991-02-25,9999-01-01
286029,Staff,d009,Jaques,Nanard,1965-01-28,1996-07-16,9999-01-01
286370,Senior Staff,d003,Toshimitsu,Seuren,1965-01-06,1995-01-19,9999-01-01
286452,Engineer,d005,Behnaam,Bierbaum,1965-01-26,1999-01-31,9999-01-01
286573,Senior Engineer,d004,Nahum,Nishimukai,1965-01-27,1994-07-29,9999-01-01
286779,Engineer,d004,Sigeru,Versino,1965-01-24,1998-08-31,9999-01-01
286986,Senior Engineer,d005,Woody,Trelles,1965-01-01,1996-05-23,9999-01-01
287323,Staff,d007,Steve,Dengi,1965-02-01,1999-09-15,9999-01-01
287327,Senior Staff,d003,Youjian,Felder,1965-01-13,1993-07-15,9999-01-01
287334,Engineer,d004,Elliott,Speer,1965-01-05,1998-08-08,9999-01-01
287436,Technique Leader,d006,Sasan,Deville,1965-01-02,1994-10-11,2001-04-25
287482,Engineer,d006,Shigeaki,Gihr,1965-01-01,1994-03-18,9999-01-01
287583,Senior Engineer,d004,Jovan,Hockney,1965-01-18,1990-06-21,9999-01-01
287609,Engineer,d005,Sailaja,Negoita,1965-01-06,1988-01-20,9999-01-01
287713,Senior Staff,d002,Aamod,Ranka,1965-01-23,1992-12-07,9999-01-01
287808,Technique Leader,d005,Vidar,Ozeki,1965-01-09,1996-06-17,9999-01-01
287822,Engineer,d004,Mooi,Perfilyeva,1965-01-24,1999-01-04,2000-09-04
287983,Senior Staff,d001,Randi,Munos,1965-01-23,1990-09-07,9999-01-01
287984,Engineer,d005,Troy,Kobuchi,1965-01-09,1991-02-12,9999-01-01
288028,Engineer,d005,Kauko,Narwekar,1965-01-22,1985-12-16,9999-01-01
288134,Staff,d003,IEEE,VanScheik,1965-01-11,1992-02-11,1993-11-20
288142,Staff,d007,Shay,Heystek,1965-01-25,1989-04-01,9999-01-01
288166,Staff,d003,Masoud,Asmuth,1965-01-11,1994-09-05,9999-01-01
288560,Staff,d001,Yifei,Birjandi,1965-01-16,1994-02-07,9999-01-01
288563,Senior Engineer,d004,Cristinel,Gerlach,1965-01-02,1996-01-09,9999-01-01
288606,Senior Staff,d007,Susumu,Swiss,1965-01-21,1991-11-15,9999-01-01
288665,Senior Engineer,d005,Horward,Khasidashvili,1965-01-31,1998-11-19,9999-01-01
288848,Staff,d007,Vivian,Hennebert,1965-01-31,1991-04-10,1994-06-11
288893,Engineer,d005,Bedrich,Rosenbaum,1965-01-30,1991-01-27,9999-01-01
289122,Staff,d009,Nikolaus,Akaboshi,1965-01-21,1990-09-20,1995-07-04
289454,Senior Engineer,d005,Bowen,Narwekar,1965-01-20,1985-03-08,9999-01-01
289687,Staff,d008,Fai,Maccarone,1965-01-31,1985-10-30,9999-01-01
289807,Staff,d009,Soenke,Lemarechal,1965-01-04,1994-09-04,9999-01-01
289909,Staff,d007,Hilari,Vecchio,1965-01-09,1993-04-24,9999-01-01
290009,Senior Staff,d003,Zijian,Rindone,1965-01-22,1989-07-09,9999-01-01
290010,Staff,d007,Fox,Lodder,1965-01-11,1988-02-17,1994-01-29
290075,Staff,d003,Boalin,Byoun,1965-01-15,1990-10-01,9999-01-01
290284,Engineer,d005,Kwangjo,Menhardt,1965-01-08,1996-01-11,9999-01-01
290441,Senior Staff,d007,Gregory,Collavizza,1965-01-25,1987-09-09,9999-01-01
290467,Staff,d008,Shaowen,Poulakidas,1965-01-29,1987-04-15,9999-01-01
290478,Engineer,d006,Tsvetan,Sherertz,1965-01-03,1989-08-07,9999-01-01
290563,Senior Engineer,d004,Shigehiro,Oxenboll,1965-01-09,1986-02-26,9999-01-01
290769,Senior Engineer,d005,Lalit,Blokdijk,1965-01-26,1999-02-01,9999-01-01
291349,Staff,d009,Constantijn,Rusterholz,1965-01-19,1998-08-28,1998-11-13
291352,Technique Leader,d005,Danai,Trelles,1965-01-07,1992-04-17,1997-08-26
291368,Staff,d007,Gita,Rodier,1965-01-03,1990-08-24,1994-04-27
291612,Engineer,d005,Siamak,Gomatam,1965-01-30,1998-07-08,9999-01-01
291669,Engineer,d005,Faiza,Bach,1965-01-04,1999-09-13,9999-01-01
291755,Assistant Engineer,d004,Ebru,Doering,1965-01-29,1994-08-27,2001-04-06
291819,Senior Staff,d009,Uriel,Georg,1965-01-13,1991-06-08,1999-06-22
292110,Senior Engineer,d005,Menkae,Showalter,1965-01-23,1996-08-09,9999-01-01
292146,Engineer,d005,Khatoun,Pulkowski,1965-01-09,2002-01-09,9999-01-01
292210,Senior Engineer,d005,Masaru,Huhdanpaa,1965-01-17,1996-11-23,9999-01-01
292374,Staff,d008,Shridhar,Chvatal,1965-01-15,1989-10-02,1990-05-09
292404,Senior Staff,d008,Hongzue,Zultner,1965-01-28,1990-02-22,9999-01-01
292504,Senior Engineer,d006,Georgi,Bednarek,1965-01-27,1994-03-02,9999-01-01
292515,Engineer,d005,Bernd,Thummel,1965-01-04,1989-08-03,9999-01-01
292828,Senior Engineer,d004,Ziya,Tokunaga,1965-01-10,1986-01-08,9999-01-01
292901,Senior Engineer,d005,Shuky,Journel,1965-01-02,1985-02-14,1995-04-27
293080,Senior Staff,d003,Hideyuki,Slaats,1965-01-12,1987-05-30,9999-01-01
293154,Senior Staff,d001,Syozo,Maliniak,1965-01-21,1993-06-06,9999-01-01
293280,Senior Engineer,d005,Moti,Steenbeek,1965-01-24,1987-01-22,9999-01-01
293329,Engineer,d005,Fumiya,Griswold,1965-01-15,1986-06-12,9999-01-01
293746,Engineer,d005,Sanjay,Litecky,1965-01-25,1995-08-27,9999-01-01
293752,Staff,d007,Jungsoon,Bail,1965-01-04,1986-02-18,9999-01-01
294144,Senior Staff,d007,Takanari,Ermel,1965-01-09,1992-01-11,9999-01-01
294241,Senior Staff,d002,Marl,Fiebach,1965-01-12,1994-07-26,9999-01-01
294446,Staff,d002,Claudi,Ruemmler,1965-01-27,1999-08-13,9999-01-01
294461,Senior Engineer,d005,Siddarth,Rosiles,1965-01-14,1985-11-18,9999-01-01
294527,Senior Staff,d001,Ashish,Candan,1965-01-04,1992-02-02,9999-01-01
294652,Engineer,d005,Hironobu,Brodie,1965-01-27,1985-09-17,1998-12-21
294791,Assistant Engineer,d005,Vesna,Lammel,1965-01-28,1999-10-08,9999-01-01
294857,Senior Engineer,d005,Caolyn,Ozeri,1965-01-15,1986-07-29,9999-01-01
294996,Senior Staff,d007,Tomoyuki,Vigier,1965-02-01,1991-07-08,2000-03-08
295030,Senior Staff,d009,Fun,Keirsey,1965-01-01,1985-07-09,9999-01-01
295236,Senior Engineer,d005,Kauko,Fujisawa,1965-01-24,1987-09-13,9999-01-01
295254,Senior Staff,d003,Xuejun,Pfau,1965-01-15,1985-07-24,9999-01-01
295255,Technique Leader,d004,Jacopo,Bellone,1965-01-04,1988-03-13,9999-01-01
295262,Assistant Engineer,d004,Moon,Pews,1965-01-22,1994-08-06,9999-01-01
295268,Staff,d003,Eben,Calkin,1965-01-28,1996-12-19,9999-01-01
295278,Assistant Engineer,d005,Val,Barvinok,1965-01-04,1990-01-02,9999-01-01
295411,Staff,d007,Chiranjit,Serot,1965-01-18,1997-04-04,9999-01-01
295476,Engineer,d005,Shawna,Chiodo,1965-01-19,1999-01-22,1999-04-05
295857,Staff,d003,Kankanahalli,Ciolek,1965-01-17,1989-12-26,9999-01-01
296062,Staff,d008,Shaz,Driscoll,1965-01-29,1998-10-03,9999-01-01
296303,Technique Leader,d005,Mariangiola,Heyers,1965-01-28,1992-08-04,9999-01-01
296428,Staff,d007,Charmane,Simmen,1965-01-03,1989-03-07,9999-01-01
296610,Senior Engineer,d004,Pranav,Berztiss,1965-01-25,1990-10-06,1996-09-09
296621,Technique Leader,d004,Bokyung,Plump,1965-01-02,1986-07-05,1989-04-27
